what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369729303355
activated,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369729303391
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369729303484
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369729304472
opened,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1369729376463
activated,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1369729376483
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369729376945
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369729377600
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1369729393185
closed,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1369729393185
activated,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369729394965
opened,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1369729400040
activated,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1369729400059
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369729400546
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369729400974
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1369729405871
closed,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1369729405871
activated,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369729435983
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1369729436004
closed,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369729436013
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1369729438814
executed,command,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui.sync",1369729444967
opened,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369729445365
activated,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369729445416
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369729445565
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369729447018
opened,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1369729468688
activated,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1369729468709
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369729469136
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369729469594
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1369729477152
closed,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1369729477152
activated,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369729482560
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1369729503277
closed,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369729503287
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1369729520485
executed,command,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui.sync",1369729834035
opened,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369729834445
activated,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369729834464
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369729834612
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369729835798
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1369729905550
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1369729914822
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1369729914865
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1369729914875
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1369729919828
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1369729919865
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1369729919865
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1369729944508
activated,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369729986715
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1369729986808
closed,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369729986817
opened,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1369729993492
activated,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1369729993513
executed,command,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui.sync",1369729993521
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369729994061
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369729994557
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730050983
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730177528
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1369730177728
closed,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1369730177728
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730195595
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730205150
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1369730205314
opened,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1369730220894
activated,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1369730220912
executed,command,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui.sync",1369730220919
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730221488
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730221778
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1369730224399
closed,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1369730224399
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1369730226017
executed,command,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui.update",1369730241628
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730298033
executed,command,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui.replace",1369730300463
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730300470
opened,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1369730312224
activated,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1369730312239
executed,command,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui.compareWithRemote",1369730312254
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730312672
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730313074
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1369730315753
closed,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1369730315753
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1369730317036
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730322747
executed,command,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui.replace",1369730324322
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730324339
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1369730326207
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1369730334604
executed,command,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui.update",1369730347986
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730355736
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730420278
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1369730426027
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730429324
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730449652
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1369730525632
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730591642
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730594429
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1369730594447
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730599105
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1369730600830
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730600852
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730601248
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730608510
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730608589
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730621890
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730622958
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730664369
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730667462
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1369730668741
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730668773
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730669177
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730676600
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730676737
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730690470
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369730714673
