what,kind,bundleId,bundleVersion,description,time
error,log,,,"Resource is out of sync with the file system: '/lmssrc/TEST/TEST/USlevel.rbf'.",1369718783191
error,log,,,"Resource is out of sync with the file system: '/lmssrc/Sleep/Sleep/Sleep.rbf'.",1369718783192
error,log,,,"Resource is out of sync with the file system: '/lmssrc/Volume/Volume/Volume.rbf'.",1369718783197
error,log,,,"Resource is out of sync with the file system: '/lmssrc/WiFi/WiFi/WiFi.rbf'.",1369718783197
error,log,,,"Resource is out of sync with the file system: '/lmssrc/SelfTest/SelfTest/Test0101.rbf'.",1369718783200
error,log,,,"Resource is out of sync with the file system: '/lmssrc/Motor Control/Motor Control/Motor Control.rbf'.",1369718783201
error,log,,,"Resource is out of sync with the file system: '/lmssrc/SelfTest/SelfTest/Test0103.rbf'.",1369718783202
error,log,,,"Resource is out of sync with the file system: '/lmssrc/TEST/TEST/UnlockDatalog.rbf'.",1369718783202
error,log,,,"Resource is out of sync with the file system: '/lmssrc/Bluetooth/Bluetooth/Bluetooth.rbf'.",1369718783202
error,log,,,"Resource is out of sync with the file system: '/lmssrc/SelfTest/SelfTest/Test0108.rbf'.",1369718783203
error,log,,,"Resource is out of sync with the file system: '/lmssrc/TEST/TEST/SDCard.rbf'.",1369718783203
error,log,,,"Resource is out of sync with the file system: '/lmssrc/TEST/TEST/Leds.rbf'.",1369718783203
error,log,,,"Resource is out of sync with the file system: '/lmssrc/TEST/TEST/Change Name.rbf'.",1369718783204
error,log,,,"Resource is out of sync with the file system: '/lmssrc/Port View/Port View/Port View.rbf'.",1369718783204
error,log,,,"Resource is out of sync with the file system: '/lmssrc/Brick Datalog/Brick Datalog/Brick Datalog.rbf'.",1369718783204
error,log,,,"Resource is out of sync with the file system: '/lmssrc/IR Control/IR Control/IR Control.rbf'.",1369718783205
error,log,,,"Resource is out of sync with the file system: '/lmssrc/Brick Datalog/Brick Datalog.raf'.",1369718783205
error,log,,,"Resource is out of sync with the file system: '/lmssrc/TEST/TEST/Sensors.rbf'.",1369718783205
error,log,,,"Resource is out of sync with the file system: '/lmssrc/Brick Program/Brick Program/template.rbf'.",1369718783206
error,log,,,"Resource is out of sync with the file system: '/lmssrc/adk/lmststasm/bytecodeassembler'.",1369718783206
error,log,,,"Resource is out of sync with the file system: '/lmssrc/SelfTest/SelfTest/Test0110.rbf'.",1369718783206
error,log,,,"Resource is out of sync with the file system: '/lmssrc/adk/lmsbmp/bitmapconverter'.",1369718783207
error,log,,,"Resource is out of sync with the file system: '/lmssrc/SelfTest/SelfTest/Test0107.rbf'.",1369718783207
error,log,,,"Resource is out of sync with the file system: '/lmssrc/SelfTest/SelfTest/TestPrg4.rbf'.",1369718783207
error,log,,,"Resource is out of sync with the file system: '/lmssrc/TEST/TEST/NoDebug.rbf'.",1369718783207
error,log,,,"Resource is out of sync with the file system: '/lmssrc/TEST/TEST/Power.rbf'.",1369718783210
error,log,,,"Resource is out of sync with the file system: '/lmssrc/SelfTest/SelfTest/Test0106.rbf'.",1369718783210
error,log,,,"Resource is out of sync with the file system: '/lmssrc/SelfTest/SelfTest/Run.rbf'.",1369718783211
error,log,,,"Resource is out of sync with the file system: '/lmssrc/SelfTest/SelfTest/Test0202.rbf'.",1369718783212
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369718783615
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1369718786188
closed,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369718786196
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1369718794600
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1369718794683
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1369718794689
executed,command,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui.sync",1369718795976
opened,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369718796349
activated,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369718796378
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369718796483
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369718796872
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369718796897
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369718798664
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369718804275
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369718809285
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1369718809322
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1369718819625
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369718826643
executed,command,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui.sync",1369718828556
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369718828571
activated,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369718830418
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1369718830422
closed,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369718830434
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369718833148
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1369718834475
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369718834484
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1369718834854
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369718834882
started,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1369718842267
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1369718842821
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369718842912
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369718843027
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369718849733
started,bundle,org.eclipse.mylyn.wikitext.core,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.core",1369718856146
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1369718861933
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1369718863045
