what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369720709713
activated,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369720709749
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369720709860
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369720722461
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369720722508
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369720724212
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1369720726494
closed,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369720726511
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369720727604
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369721099922
executed,command,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui.sync",1369721105098
opened,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369721105516
activated,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369721105544
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369721105674
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369721105849
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369721106222
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369721107878
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1369721109540
closed,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1369721109560
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369721111263
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369721113930
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1369721113990
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369721116727
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369721116935
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369721119368
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369721144260
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369721147603
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369721153862
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369721156975
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1369721158048
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369721158063
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1369721158423
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369721158525
started,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1369721166320
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1369721166903
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369721167042
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369721167186
started,bundle,org.eclipse.mylyn.wikitext.core,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.core",1369721180322
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369721182604
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1369721186530
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1369721188281
